"emp_no","last_name","first_name","sex","salary"
"299827","Perelgut","Shalesh","F","87972"
"496028","Bernatsky","Kinh","M","40000"
"461758","Weiland","Niclas","M","61133"
"270972","Vesel","Paddy","F","40000"
"251241","Rajaraman","Malu","M","89559"
"298416","Reistad","Huan","F","57990"
"62425","Milicic","Alper","M","64937"
"468952","Shackel","Ferdinand","M","55485"
"461914","Pocchiola","Sarita","M","40000"
"242125","Fritzsche","Ziyad","M","72436"
"70570","Murillo","Ravishankar","M","40000"
"405454","Stafford","Xudong","M","40000"
"421182","Templeman","Akeel","F","58976"
"432724","Thebaut","Nadjib","M","40000"
"408246","Oaver","Lubomir","M","48459"
"243225","Luby","Yakichi","F","54968"
"79135","Ramsey","Jiafu","F","40197"
"228263","Penz","Erzsebet","F","40000"
"403714","Ritzmann","Hatsukazu","M","50821"
"219739","Shinomoto","Xiaobin","F","43495"
"499036","Pagter","Djenana","M","60715"
"221074","Egerstedt","Gianluca","M","58796"
"491618","Swan","Gonzalo","F","58326"
"58577","Brodie","Huan","M","40000"
"48843","Keirsey","Nigel","M","40000"
"15093","Kornyak","Alain","F","44275"
"458557","Ramsak","Turgut","M","41076"
"474514","Dredge","Niclas","M","52659"
"255552","Rodite","Sreekrishna","M","40961"
"293494","Sinicrope","Basim","M","40000"
"34666","Rehfuss","Jiong","F","48831"
"35485","Tyugu","Margo","M","41376"
"53314","Carrera","Eberhardt","F","40000"
"205436","Vesel","Yuqun","M","72588"
"484281","Serre","Jovan","F","58841"
"13476","Broomell","Niclas","M","56378"
"284229","Hempstead","Mohan","F","42873"
"74667","Szmurlo","Filipe","M","40000"
"230630","Stroustrup","Slavian","F","56019"
"20494","Pagter","Lucien","M","82543"
"246793","Hooghiemstra","Steve","F","40000"
"71730","Orlowski","Hinrich","M","40441"
"24117","Begiun","Temple","M","45562"
"444594","Muniz","Mayuko","F","40000"
"204390","Wilharm","Mitchel","M","101461"
"293999","Waschkowski","Radhika","M","53956"
"41842","Simmen","Serap","F","40000"
"400526","Ruemmler","Mitchel","F","40000"
"82712","Rijckaert","Kousuke","F","45771"
"237633","Maginnis","Breannda","M","40000"
"78094","Frolund","Zdislav","F","40000"
"79307","Taneja","Katsuyuki","F","50137"
"468353","Keirsey","Mandell","F","41234"
"468655","Lubachevsky","Adil","M","96581"
"211781","Hofting","Thanasis","M","58199"
"59103","Zaiane","Pranas","F","42746"
"76906","Ruther","Angel","F","66562"
"293916","Steinauer","Goncalo","F","59203"
"456410","Copas","Martina","F","46586"
"294341","Ginneken","Christ","M","87859"
"97727","Gruenwald","Sanjeeva","M","40000"
"93130","Neimat","Kwun","M","90388"
"200080","Unno","Weiwu","M","43413"
"83366","Tzvieli","Mingdong","M","40000"
"448740","Nitsch","Lech","F","40000"
"14354","Bojadziev","Mong","M","40000"
"421570","Taubenfeld","Shuji","M","83553"
"60762","Sewelson","Tzu","F","55788"
"402780","Perko","Isamu","F","76917"
"277846","Sudbeck","Zhonghua","M","40000"
"450669","Dulin","Holgard","F","61347"
"88680","Kornyak","Shushma","M","40000"
"475896","Selenyi","Carrsten","M","55560"
"282251","Valtorta","Anoosh","M","42000"
"436225","Penz","Mani","M","41222"
"278993","Peha","Monique","F","40000"
"478304","Servi","Jordanka","F","47731"
"426517","Frezza","Zvonko","M","48758"
"454433","Bhattacharjee","Baruch","M","40000"
"413221","Bach","Paloma","M","62272"
"103349","Saoudi","Chiranjit","M","44988"
"481506","Rehfuss","Bluma","F","78393"
"29737","Suessmith","Udaiprakash","F","78317"
"466958","Snedden","Patricio","F","40000"
"472797","Griswold","Behnaam","F","44059"
"36324","Chandrasekhar","Jingling","M","40000"
"473167","Serot","Macha","M","54617"
"109803","Prampolini","Fei","M","40000"
"286319","Quaggetto","Baziley","M","43514"
"243907","Danner","Lenore","F","54196"
"292808","Lorin","Ziyad","M","51001"
"427072","Flanders","Marie","M","40894"
"442152","Perri","Jiafu","M","70542"
"205455","Waymire","Hsiangchu","M","40000"
"434107","McAffer","Guiseppe","F","57379"
"406908","Dratva","Heng","M","72627"
"420638","Schnabel","Vivian","M","58300"
"203551","Hockney","Tetsurou","F","40000"
"447040","Nooteboom","Siamak","F","40000"
"66870","Gewali","Sumali","M","46533"
"211915","Chinen","Ung","M","40960"
"477726","Luks","Rayond","F","44476"
"433765","Savasere","Dipayan","F","50647"
"428049","Aumann","Souichi","M","50186"
"223825","Piazza","Kauko","M","62932"
"103385","Thorensen","Nirmal","F","40000"
"284761","Hagimont","Kristof","F","40000"
"498744","Brobst","Turgut","M","42341"
"496449","Jording","Shiv","M","40000"
"422708","Aamodt","Shigeichiro","M","40000"
"457141","Bolotov","Yefim","F","40000"
"61861","Einsfeld","Heekeun","F","40000"
"425741","Fontan","Hiroyasu","F","71999"
"69311","Taubman","Surveyors","M","40000"
"211833","Trumbly","Horward","M","82816"
"246873","Vilarrasa","Shaz","F","51585"
"45607","Beznosov","Hinrich","F","71879"
"405161","Morrow","Marek","F","40000"
"271274","Markovitch","Alassane","F","44804"
"62987","Raczkowsky","Stafford","M","56945"
"287324","Stranks","Fayez","M","59454"
"52246","Zirintsis","Xiaoqiang","M","62071"
"34601","Macedo","Marie","M","55152"
"477317","Munch","Michaela","F","40000"
"22745","Yavatkar","Yishai","M","40000"
"463710","Cools","Slavian","M","40000"
"35262","Flasterstein","Abdulla","M","66423"
"41967","Gaughan","Shim","M","54882"
"14401","Antonakopoulos","Shigeichiro","F","40000"
"47356","Ananiadou","Ramalingam","M","54240"
"60325","Swen","Moti","F","66629"
"488838","Kusalik","Josyula","F","40000"
"14561","Baca","Marco","M","49660"
"279770","Brickell","Chenyi","M","95481"
"289387","Matheson","Hsiangchu","M","40000"
"264404","Suri","Shietung","M","54111"
"269396","Miyakawa","Shen","M","50321"
"292638","Vidya","Berhard","M","53126"
"241855","Undy","Nechama","M","59676"
"435973","Luks","Ramalingam","M","67453"
"264034","Lanphier","Erez","F","84265"
"229450","Tramer","Debatosh","F","48569"
"201740","Tokunaga","Falguni","M","40000"
"13623","Yeung","Breannda","M","40000"
"447753","Sifakis","Lucien","F","63065"
"215194","Cannane","Odoardo","F","40000"
"57589","Angelopoulos","Denis","F","40917"
"103195","Uchoa","Khun","F","46273"
"16099","Ferretti","Mohan","M","40000"
"213178","Gewali","Weijing","F","73986"
"255535","Panwar","Visit","F","40000"
"236890","Mahmud","Jaihie","M","41589"
"87516","Puppe","Masoud","M","40000"
"201541","Range","Nevin","F","44233"
"90417","Makrucki","Gao","M","40000"
"86225","Serdy","Goncalo","F","41966"
"488465","Luon","Mario","F","40000"
"408070","Emmart","Conor","F","59743"
"444917","Fioravanti","Lijie","M","40000"
"258049","Gihr","Badri","M","40000"
"451495","Schrift","Kristin","F","40000"
"477022","Picci","Mihalis","M","40000"
"37093","Flowers","Berhard","F","59480"
"441648","Oberman","Moriyoshi","M","65251"
"255272","Ranta","Brewster","M","60215"
"201487","Besselaar","Paris","M","66203"
"492297","Ciolek","Niteen","F","59105"
"18317","Cooley","Lena","F","65392"
"13066","Schusler","Feipei","F","40000"
"48408","Madeira","Tzu","M","54967"
"31549","Boreale","Georgy","F","70225"
"477552","Demos","Otmar","M","40000"
"401607","Cromarty","LiMin","F","44145"
"264625","Muntz","Yuqun","M","40000"
"229049","Denis","Alois","M","70952"
"11788","Gopalakrishnan","Georgy","M","59292"
"11736","Uchoa","Shugo","M","44127"
"282176","Stenning","Emdad","F","40000"
"414152","Oaver","Brendon","F","49131"
"485201","Jarecki","Guangming","M","63244"
"470580","Pollacia","Hisao","F","81866"
"208285","Nitsch","Anwar","M","51610"
"480668","Monkewich","Turgut","M","50192"
"80335","Figueira","Arnould","M","40000"
"281694","Rusterholz","Fei","M","43056"
"469842","Birdsall","Zhensheng","M","40000"
"87681","Birge","IEEE","M","64732"
"256712","Toyoshima","Shakhar","M","60116"
"19859","Denis","Gal","M","72361"
"200058","Madeira","Mack","M","40000"
"279628","McConalogue","Takushi","M","44446"
"470456","Oehlmann","Reuven","F","45633"
"482231","Pocchiola","Zhenhua","M","82528"
"87028","Perfilyeva","Greger","M","52525"
"424301","Werthner","Christfried","F","40000"
"284605","Lieberherr","Rafael","M","63436"
"482951","Madeira","Gudjon","M","57208"
"253312","Chleq","Masaru","M","76245"
"281415","Lagarias","Sachio","M","43184"
"232017","Solovay","Pranjal","F","41428"
"253495","Vecchi","Jayesh","F","60919"
"220773","Perry","Ekawit","M","43005"
"441889","Yoshimura","Zongyan","M","40000"
"15796","Chappelet","Kristin","F","40000"
"450146","Ducloy","Gill","M","42647"
"73613","Birnbaum","Sarita","F","80490"
"444414","Cherinka","Sanjeeva","F","40000"
"481913","Narwekar","JiYoung","M","40000"
"37884","Butterworth","Mikhail","F","56273"
"200985","Gecseg","Shichao","M","76045"
"235457","Feldmann","Jeanna","F","63573"
"412719","Sadowsky","Vesna","F","45653"
"497479","Alpin","Ramalingam","M","40000"
"96609","Kemmerer","Bowen","M","40000"
"255387","Conta","Maik","F","48691"
"71221","Apsitis","JoAnna","M","40000"
"220768","Terkki","Tadanori","M","40000"
"201351","Peak","Heeju","M","40562"
"261556","Camurati","Mary","F","65816"
"420318","Bugrara","Maha","F","75519"
"268170","Pezzoli","Eishiro","F","93075"
"405877","Braccini","Olivera","F","45190"
"422804","Oxman","Arunas","M","86942"
"107380","Demos","Matt","F","43817"
"13154","Soicher","Shan","M","88314"
"422269","Peck","Muneo","F","51109"
"61982","Pargas","Vidar","F","40000"
"453507","Biros","Susanna","F","58460"
"37715","Cummings","Jackson","M","52989"
"59658","Cincotta","Nagui","M","65176"
"52496","Chinen","Nahum","M","40000"
"264065","Bolotov","Mohd","F","47144"
"466741","Collette","Sachin","F","40000"
"238278","Brlek","Sakthirel","M","45501"
"71031","Willoner","Mayuri","M","76980"
"203050","Georg","Chandrasekaran","M","44513"
"286596","Servieres","Odysseas","F","48278"
"454462","Gaughan","Masako","F","45993"
"73888","Ramsey","Gopalakrishnan","M","40000"
"34437","Constantine","Yuichiro","M","40000"
"99383","Vasanthakumar","Zita","F","59622"
"223033","Lunt","Ayonca","F","40000"
"46080","Binkley","Mats","F","40000"
"94786","Bernardeschi","Maik","M","40000"
"462472","Jonsson","Tsvetan","M","72279"
"44721","Zielinski","Dinah","M","44255"
"41639","Pfau","Shigehito","M","75487"
"480610","Wursthorn","Munir","M","40000"
"256631","Ranka","Ohad","M","40000"
"438145","Serov","Vidya","M","40000"
"469808","Conia","Mingzeng","M","40000"
"54965","Piazza","Berry","M","40000"
"405217","Nollmann","Harjit","F","49390"
"15241","Hainaut","Pradeep","F","43250"
"16193","Ramsay","Basim","M","82135"
"429451","Solares","Shahid","M","47555"
"272568","Pero","Guoxiang","M","55640"
"214021","Gammage","Leah","M","49920"
"465386","Heyers","Hauke","F","44826"
"295514","Isaac","Weicheng","F","40000"
"85885","Lodder","Nevio","M","40000"
"107345","Kalloufi","Perla","M","53259"
"299255","Mungall","Lokesh","M","40000"
"274501","Molenaar","Sasan","M","76214"
"478810","Lally","Masamitsu","M","40000"
"282521","Asrin","Morris","F","66152"
"53155","Constantine","Jouko","F","52793"
"430511","Wrigley","Teruyuki","F","40000"
"72829","Gajiwala","Vesna","M","53510"
"16778","Scallan","Filipp","M","52670"
"417633","Cappelletti","Aemilian","M","73327"
"69853","Hedayat","Kshitij","M","40000"
"241063","Peng","Yishay","M","73697"
"233451","Murrill","Tommaso","F","43964"
"235669","Hennebert","Nikolaos","F","40000"
"57264","Passino","Itzchak","F","53685"
"59811","McDermid","Chinhyun","F","40000"
"295225","Giaccio","Yechezkel","F","58654"
"236699","Vrecion","Valdiodio","M","40000"
"404267","Ozeki","Xiong","F","42652"
"42727","Pouyioutas","Kellie","M","49285"
"492248","Birnbaum","Macha","F","70571"
"81406","Levergood","Aamer","F","97765"
"400167","Gonthier","Leah","F","40000"
"436459","Angiulli","Xiaoqiang","M","56324"
"485582","Honglei","Heejo","M","40000"
"200442","Murthy","Syozo","M","73047"
"57902","Alvarado","Zeljko","M","86832"
"232860","Marrakchi","Mansur","F","42378"
"234303","Ulupinar","Yongqiao","F","41886"
"75279","Luks","Vishv","M","40000"
"419355","Atrawala","Sajjad","M","51700"
"246757","Sury","Maik","F","72439"
"498508","Debuse","Stevo","M","40000"
"77255","Kambil","Tamiya","F","103215"
"226555","Kranzdorf","Pranav","M","50223"
"293468","Azevdeo","Harjit","M","56890"
"279654","Homond","Phuoc","F","40000"
"55822","Ertl","Randy","M","40000"
"211281","Lichtner","Trygve","M","78078"
"259620","Snedden","Mototsugu","M","40000"
"493697","Masaki","Chenxi","M","40000"
"291271","Gewali","Joydip","M","61418"
"434620","Yetim","Mizuhito","M","49064"
"78639","Baja","Aksel","M","40000"
"271248","Henseler","Fan","M","66263"
"93839","Luby","Lene","M","71129"
"284710","Gniady","Randy","F","40000"
"209025","Schapire","Yongdong","M","61541"
"466884","Nishimukai","Tsutomu","F","40000"
"261173","Taubenfeld","Bojan","M","43210"
"99174","Fortenbacher","Kaijung","F","40000"
"469560","Leppanen","Divier","M","53907"
"97929","Zeilberger","Shahar","F","74992"
"57210","Veccia","Odinaldo","F","72275"
"51910","Chenoweth","Rosli","M","53432"
"243197","Penn","Djenana","F","61560"
"52949","Schmittgen","Adhemar","F","40000"
"429571","Shrader","Shigeu","M","54555"
"404406","Itschner","Vishv","F","57352"
"443754","Stranks","Mansur","M","40000"
"63415","Orlowska","Weicheng","F","42910"
"250644","Heemskerk","Teruyuki","F","52708"
"425048","Ginesta","Pranav","M","49506"
"278177","Percebois","Moni","M","87644"
"10155","Nastansky","Adas","M","40040"
"294098","Vilarrasa","Xudong","M","55702"
"15134","Luiz","Arun","F","62752"
"267452","Goldhammer","Hitofumi","M","58479"
"279901","Stanfel","Premsyl","F","40000"
"86459","Etalle","Gritta","M","49887"
"78089","Garigliano","Zhilian","M","48995"
"87394","Birjandi","Fumino","F","40815"
"294924","Danner","Carrsten","F","40000"
"102877","Kranzdorf","Augustine","M","71310"
"209791","Garnham","Mabhin","F","67938"
"491319","Mitzlaff","Yonghoan","F","40000"
"451631","Docker","Sorina","F","45472"
"88209","Parascandalo","Shaw","M","41612"
"427424","Stifter","Lucian","F","48186"
"103365","Backhouse","Morrie","F","51863"
"413829","Ohori","Xuejun","M","59113"
"90674","Nastansky","Tzu","F","40000"
"430600","Demke","Tomoyuki","M","59084"
"207245","Melton","Ferdinand","F","40000"
"465225","Kulisch","Hironobu","F","40000"
"267420","Akaboshi","Hairong","M","53622"
"400184","Merey","Juyoung","F","47630"
"424742","Siepmann","Parto","M","43262"
"474542","Poehlman","Gal","M","40000"
"233674","Baumann","Boriana","M","40000"
"401057","Takkinen","Mohammad","F","40000"
"43669","Dehkordi","Uno","F","40000"
"486147","Lubachevsky","Nidapan","M","50300"
"477566","Gelosh","Anwar","F","74503"
"267714","Bottner","Ekawit","M","80437"
"433295","Comellas","Manton","F","40000"
"211039","Ellozy","Chanjung","M","66224"
"23873","Stamatiou","Marsha","M","57381"
"494364","Solovay","Yuchang","M","40267"
"457247","Mukaidono","Rosella","F","48387"
"227361","Servieres","Kazuhito","M","51910"
"450437","Journel","Ewing","F","40000"
"422173","Majewski","Baocai","M","40000"
"108088","Babu","Yongqiao","F","40000"
"258004","Vilarrasa","Wonhee","F","50908"
"53897","Ratnaker","Rosalie","M","59228"
"479789","Kropp","Collette","F","64356"
"270673","Hebden","Yonghong","M","41683"
"250431","Sury","Danel","M","40000"
"440713","McClurg","Eldridge","F","40000"
"83173","Vecchi","Piyawadee","M","40690"
"452174","Luit","Zissis","F","40000"
"70380","Denos","Alassane","F","73598"
"408717","Larfeldt","JoAnna","F","64987"
"298856","Lamba","Radhakrishnan","M","45320"
"37117","Munoz","Fumiko","F","40000"
"267018","Conta","Berhard","F","40000"
"480762","Luan","Aiman","M","59299"
"105966","Christ","Lein","M","43851"
"409279","Lovengreen","Bokyung","M","73346"
"79298","Bennet","Sariel","F","60274"
"86969","Rijckaert","Shai","M","40000"
"471290","Pramanik","Jahangir","M","42375"
"400091","Debuse","Licheng","M","80507"
"207479","Gecsei","Shuji","M","40000"
"415668","Nitta","Gila","F","70484"
"79996","Kroon","Xuejun","F","61277"
"238757","Lemarechal","Xiaobin","M","40000"
"454429","Negoita","Van","M","70384"
"203550","Wynblatt","Gudjon","F","94374"
"476454","Baca","Fatemeh","M","52767"
"52427","Schnelling","Hatsukazu","M","59931"
"268464","Zielinski","Wojceich","F","67381"
"453966","Munro","Erzsebet","M","48904"
"492434","Sinitsyn","Hitomi","M","86866"
"200918","Narwekar","Koldo","F","48194"
"22361","Baalen","Teunis","M","40000"
"402539","Samarati","Hercules","M","78066"
"12830","Oxenboll","Hsiangchu","F","58179"
"415806","Birta","Arnould","M","58513"
"425956","Poulakidas","Yahiko","F","43656"
"422966","Rodiger","Tommaso","M","61436"
"230919","Terwilliger","Clyde","M","48782"
"254081","Schade","Sailaja","M","76617"
"495657","Zeleznik","Spyrose","M","70053"
"102008","Ananiadou","Goetz","F","40595"
"291125","Bresenham","Yongmin","F","40000"
"443653","Asser","Gregory","M","62225"
"23676","Openshaw","Sham","M","90184"
"448430","Hatcliff","Genki","F","40000"
"40544","Lortz","Masamitsu","F","40000"
"488794","Serdy","Bodo","M","79213"
"486228","Kisuki","Tze","F","81537"
"438706","Schaad","Shaw","F","40345"
"447355","Solares","Basil","F","53377"
"445097","Georg","Yoshimitsu","M","43719"
"66623","Beausoleil","Theron","M","40000"
"422518","Zeidenstein","Garnet","M","40000"
"84344","Thiran","Rosita","F","40000"
"265431","Vitiello","Tru","M","69745"
"432223","Asmuth","Kousuke","M","52796"
"218784","Pettit","Tze","M","45118"
"292477","Remmers","Vatsa","F","72027"
"474048","Juneja","Kiyotoshi","M","40000"
"494068","Swiss","Kerryn","M","76439"
"299033","Gente","Fei","M","56718"
"234750","Stemann","Gregory","M","47930"
"64411","Scharstein","Hauke","F","47459"
"440895","Redmiles","Godehard","M","79726"
"443540","Lund","Tesuya","F","40000"
"455864","Hegner","Heather","M","40000"
"449059","Docker","Valdiodio","F","62874"
"66720","Plump","Manohar","M","44085"
"291747","Bahk","Nahla","M","47503"
"279874","Wrigley","Leszek","M","54254"
"79326","Schiper","Mohamadou","F","44051"
"468065","Marrakchi","Kinh","M","53019"
"445568","Parhami","Giordano","M","40000"
"441443","Assaf","Tsvetan","M","81063"
"27027","Solovay","Xuedong","M","40000"
"442469","Merle","Arun","F","40000"
"269174","Pearson","Narain","F","61990"
"201757","Zaccaria","Ulf","F","57403"
"442574","Siprelle","Susumu","F","44655"
"37630","Hoppenstand","Ulf","F","65700"
"10396","Rahier","Sibyl","M","40393"
"225653","Brodal","Mads","F","46345"
"19345","Kobara","Tsuneo","M","40000"
"209560","Taubman","Sumant","M","40000"
"410763","Krohn","Zhigen","M","57440"
"296861","Simmel","Alenka","M","53518"
"32922","Plump","Oguz","M","40000"
"292518","Welham","Mary","M","62066"
"295182","Delaune","Geoffry","M","40000"
